article_id,text
136,"A small camp in Calais, France, housing nearly 8,000 migrants hoping to cross into England, is being evacuated and torn down in what French authorities are calling a “humanitarian” operation. The migrants, fleeing their homes in Africa and the Middle East, are being relocated from the camp known as “the Jungle” to centers across France."
137,"CALAIS, France, Sept 26- President Francois Hollande said on Monday that France will completely shut down “the Jungle” migrant camp in Calais and called on London to help deal with the plight of thousands of people whose dream is ultimately to get to Britain."
138,"Two stories about two French girls who killed themselves after being bullied at school have prompted an emotional response and intense debate about how teenagers can be better protected. Emilie, 17, took her life in January and a graphic account of the torment she suffered emerged this week when her diary appeared in a newspaper."
139,"- Garden ponds are playing a role in the spread of deadly frog diseases across the UK, a study suggests. Ranaviruses can infect amphibians, reptiles and fish."
140,"Last night at Pulse, an LGBT nightclub in Orlando, 50 of our LGBT brothers and sisters were taken from us. Today, like so many others in my community, I am overcome with a sense of helplessness."
141,"A 13-year-old boy had to have his right leg amputated after a contractor at a Columbus, Georgia, school ""body slammed"" him repeatedly, an attorney for the boy's family told CNN on Thursday. Montravious Thomas was injured in September after an employee at Edgewood Student Services Center threw him over the shoulder and carried him to the bus. Tucker says after the incident took place, officials at the school failed to provide Thomas with adequate medical care. At one point, school officials told the teenager an ambulance was on its way, but then told him he would have to ride the bus home and made him attempt to walk to the..."
142,"After employees allege years of offensive behavior at major parks, official calls it a ""wake-up call"" for the agency to act."
143,"Global climate change has already impacted every aspect of life on Earth, from genes to entire ecosystems, according to a new study in Science. “We now have evidence that, with only a 1 degree Celsius of warming globally, major impacts are already being felt in natural systems,” says study lead author Brett Scheffers, an assistant professor in the department of wildlife, ecology and conservation at the University of Florida."
144,A study has highlighted the risk posed by projected climate change on the world's ability to grow enough food. A US team of researchers found that forecasted shifts in climate by 2070 would occur too quickly for species of grass to adapt to the new conditions.
145,"If you're sick and tired of seeing news on TV and online about Donald Trump and Hillary Clinton, including their allies and critics, plus the pundits and other commentaries, then you’re not alone."
146,Hate crimes against Muslims spiked last year to their highest level in more than a decade - an increase experts and advocates say was fueled by anger over terrorist attacks and anti-Islam rhetoric on the campaign trail.
147,"A smog outbreak in Southeast Asia last year may have caused over 100,000 premature deaths, according to a new study released Monday that triggered calls for action to tackle the ‘killer haze’."
148,"Nosey, a 34 year old female African elephant has been held captive and forced to live in solitary, for almost 3 decades."
149,Protesters have flooded the streets of North Carolina's largest city since 43-year-old Keith Scott was shot and killed by Charlotte-Mecklenburg police on Tuesday. Many of those demonstrating are frustrated and tired of carrying the weight that comes with being black in America. The Huffington Post asked them to share what they want everyone to know about race in America  unfiltered and uncensored. Here's what they said.
150,"One of China's first female fighter pilots and a member of the country's air force aerobatics team was killed in a training accident over the weekend, according to Chinese state-run media."
151,"A gunman shot dead by police after he shot at people outside a shopping centre in Houston, Texas, was a ""disgruntled lawyer"", authorities said."
152,"Air pollution is a known risk factor for certain mental health problems in adults, but a new study also links high rates of air pollution to poorer psychiatric health in children and adolescents. To investigate this link, researchers from Ume University in Sweden examined what is known as “register-based” data. All medications given to Swedish people are registered, but they couldn’t directly measure rates of mental illness."
153,"A new hydroelectric dam in Canada could push dangerous amounts of methylmercury into communities that rely on seafood. On October 13, Billy Gauthier, an Inuk sculptor in Labrador, Canada, uploaded a picture of what he called his “last meal” to Facebook. It showed the split head and tail of a smoked salmon, dimly lit, against a white plate. “Not appetizing to some but delicious to me,” he wrote. “Hope it keeps me going for a while.”"
154,"When Nicolas Maduro won a much-contested election to become president of Venezuela in 2013, he sought to ape his predecessor, the late Hugo Chavez. Perhaps by channeling Chavez’s pugnacious, anti-American spirit, and his vision of so-called Bolivarian socialism, the former president could reassert the former President’s vision of an oil-rich Venezuela poised to lead a resurgent Latin America. In last December’s National Assembly elections, Venezuelans issued a clear rebuke to the president, handing the opposition a supermajority. The opposition bloc, led by Henry Ramos, led an attempt to organize a recall referendum—a process enshrined in the constitution—to remove Maduron. That effort suffered repeated delays courtesy of the government, but was moving forward slowly until a court abruptly suspended"
155,"A huge gang of youths have attacked a man in the street after chasing him through a park in Edinburgh. The 22-year-old was walking across a playground in Pilton on Saturday at about 21:00 when between ten and 15 youths started shouting at him and threatening him with a bottle. The group of both boys and girls, aged between 13-16, then chased the man, who ran into West Pilton March. They caught him and attacked him before stealing his wallet."
156,"A study has found that humanity has destroyed about 10 percent of the planet’s wilderness since 1992. The study published online via the journal Current Biology revealed that in the 25-year period, a total land area about half the size of the Amazon,"
157,"An unarmed black man shot and killed by a white police officer in Tulsa, Oklahoma, was remembered at a funeral service on Saturday as a father of four with a good heart."
158,"ISIS has executed 232 people near the Iraqi city of Mosul and taken tens of thousands of people to use as human shields against advancing Iraqi forces, the United Nations says. The terror group carried out the mass killings Wednesday, punishing people who had defied its orders, a spokeswoman for the UN human rights arm told CNN. ""ISIS executed 42 civilians in Hammam al-Alil. Also on Wednesday ISIS executed 190 former Iraqi security forces for refusing to join them, in the Al Ghazlani base near Mosul,"" said Ravina Shamdasani of the Office of the UN High Commissioner for Human Rights."
159,"The company behind ITT Technical Institute, the chain of for-profit schools in the United States, will shut down all of its campuses following financial sanctions from the U.S. Department of Education."
160,"There was a time when hunters paid good money to hunt animals like antelope and buffalo at Simon Rood’s wild-game reserve. Now he uses his land to train anti-poaching guards that his firm, Nkwe Wildlife and Security Services, sends to work at private reserves."
161,"More than 1.2 million people are believed to still be trapped in the northern city, which Iraqi security forces are just beginning to penetrate after launching an offensive to retake it two weeks ago. Iraqi commanders say it’s just a matter of time before the city is recaptured."
162,"Two decades ago, someone dropped a handful of unwanted pet goldfish into a creek in southwestern Australia. Those goldfish grew, swam downstream, mucked up waters wherever they went and spawned like mad. Before long, they took over the whole river."
163,Insha Mushtaq lost vision in both her eyes after being hit by pellets in Indian-administered Kashmir. She has been in and out of hospitals for the past three months in an attempt to regain her vision.
164,"India, one of the world's largest greenhouse gas emitters, will ratify the Paris global climate agreement pact next month, Prime Minister Narendra Modi has said. CO2 emissions are believed to be the driving force behind climate change."
165,"Although India is home to more than half of the entire world’s tiger population, its numbers have dramatically and alarmingly decreased over the years. According to government estimates, last years population numbers soared, standing at 2,226 tigers as of January 2015 compared to 1,411 in 2005 which proved that india’s conservation methods have been working."
166,"A woman accused of murdering her friend by slipping cyanide into her coffee has been found guilty and sentenced to 20 years in jail by an Indonesian court, in a case that gripped the country."
167,"After being confiscated from an illegal trader, Dina along with 3 other orangutans, were transported to the Sumatran Orangutan Conservation Programme (SOCP), Conservation Centre. Sadly, not all rescue stories end happily."
168,"A six-week-old girl died Thursday morning after falling with her mother down an elevator shaft in a Brooklyn, New York apartment building, according to police."
169,"Police in Willoughby Hills are investigating the tragic death of a 2-year-old boy, who fell from the 11th floor of an apartment building early Wednesday morning."
170,"A week-long spasm of violence followed a deadly stampede on Oct. 2 during Irreecha, a thanksgiving festival held annually by the ­Oromo, Ethiopia’s largest ethnic group."
171,"Iraqi forces advancing toward Mosul have recaptured some of the villages, raising the possibility of return for the minorities. The battle will forge its own reality, with the violence possibly sending hundreds of thousands of people searching for shelter away from their homes."
172,"The latest mass grave in a series of mass graves left behind by captured, retreating or dead Islamic State militants was discovered Monday. Iraqis expect that many more clandestine burial sites will be found in the coming weeks as Iraqi forces take more territory from the Islamic State."
173,"The Zika virus has been in the headlines so often over the past few months that it's tempting to assume this new threat is here for good: That like dengue and West Nile virus, this mosquito-spread disease is now going to be a regular fixture — and a perennial risk for pregnant women."
174,"Islamic State militants have rounded up thousands of villagers at gunpoint to use as human shields as they retreat toward their stronghold of Mosul, the latest brutal war tactic inflicted on civilians in areas the group controls."
175,Islamic State fighters launched a wave of car bombs in northern Syria on Monday as U.S.-backed forces made the first moves in a long-awaited push to retake the militants’ de facto capital.
176,"The red brick Amatrice city hall resisted the devastating Aug. 24 quake that collapsed buildings all around it, only to crumble under the one-two punch of lesser jolts Wednesday night. They also brought down a centuries-old church tower in Camerino that had withstood both quakes in 1997 and the one in August."
177,"Janet Reno, the nation's first-ever female attorney general, died Monday morning following a long battle with Parkinson's disease, her sister Maggy Hurchalla said."
178,"Is it acceptable to use your commute to apply make-up? One Japanese rail company thinks not and has released a song-and-dance video discouraging women from doing it. Two female commuters are seen applying mascara and lipstick and a woman watching whispers ""Mittomonai"" or ""ugly to see"""
179,"A Las Vegas-based jeweler claims in a lawsuit that champion boxer Floyd Mayweather Jr. owes the company $1.4 million for a diamond necklace. According to the Clark County District Court complaint, filed Sept. 23, The Jewelers Inc. sold Mayweather a $3 million necklace containing 72 diamonds in September."
180,"A prominent Jordanian writer facing charges for sharing a ""blasphemous"" anti-ISIS cartoon that outraged Muslim groups was fatally shot in Amman on Sunday, state news agency Petra reported."
181,"A judge declared a mistrial after a jury said it was deadlocked Saturday in the case of a white former police officer charged with murder in the fatal traffic stop shooting of an unarmed black motorist. The Hamilton County prosecutor said jurors were leaning toward a lesser conviction of voluntary manslaughter and acquittal on the murder charge, but they could not reach agreement."
182,"Last month, a man named Wesley O’Dell and his wife, were walking around their neighborhood in Spokane, Washington and found something that changed their lives and opened their eyes to the cruelty that humanity can possess. *The real image of the kitten they found was too graphic and disturbing to display. The couple spotted a baby kitten on the side of the road completely wrapped in phone and electrical chargers and dumped like a piece of garbage on the sidewalk. When they approached the helpless kitten, they noticed that it was methodically wrapped so tightly around the kitten’s little body, from its tiny neck, to its small tail and back legs so that so that the poor things appendages were tied up next to its face. When O'Dell began to cut the cords off the kitten's small body, he felt that rigor mortis had already set in and it was hard for him to seperate the wire"
183,"Kate Beckinsale and her husband, Len Wiseman, pulled the plug on their marriage ... TMZ has learned."
184,"On Sunday, Kendall Jenner opened up about struggling with a sleep problem that is thought to affect nearly eight percent of the general population: sleep paralysis. “I wake up in the middle of the night and I can’t move,” Jenner said in the latest episode of Keeping Up With the Kardashians. “ I’m freaking out.”"
185,"Bob Murken's 25-minute bike ride down Kelly Drive and on to City Hall each morning is a time for contemplation. ""You are zooming down a hill, wind in your face, it's sunny,"" Murken, the city's director of legislative affairs, said of his daily rides to work. ""That's why I've always loved it."""
186,"The Kenyan government on Friday deported a senior South Sudan opposition member as tensions rose over its peacekeeping efforts in its war-scarred neighbor. Kenyan authorities have reacted angrily to a U.N. decision this week to dismiss the Kenyan general in charge of the peacekeeping force there, for failing to protect civilians during a recent spasm of violence."
187,"In a revealing new profile with The New York Times magazine, Kesha opened upabout the pressure to maintain the party girl image she was best known for early on in her career. The “We R Who We R” singer told the magazine that her former producer, Dr. Luke (Lukasz Gottwald), with whom she’s currently embroiled in a messy legal battle, wanted Keshan to be seen as “fun.” “Something that was always told to me is: ‘You’re fun. We’re going to capitalize on that,’” she said. “I was like, ‘I am fun, but I’m a lot of other things.’"
188,"Standup comedian and actor Kevin Meaney, who made numerous appearances on late-night TV and was famous for delivering the line, ""That's not right,"" has died, his agent said Friday."
189,"The concierge who was held at gunpoint with Kim Kardashian West has revealed more details about the robbery. The hotel employee who goes by Abdulrahman sat down with ""Entertainment Tonight"" to share details."
190,"Kylie Jenner is aware of just how popular her Kylie Cosmetics have become. (Sold out within minutes at every launch? Yep, that sounds about right.) But as hard as it may be to get your hands on your shade of choice, the Lip Kit queen has a PSA for fans: Don't shop elsewhere."
191,"— L'Oréal's got another angry customer ... and she says SHE has PHOTOGRAPHIC evidence the company burned her bald. L' Oréal 's pushing a hair relaxer called SoftSheen-Carson Optimum Amla Legend No-Mix, No-Lye Relaxer."
192,"Lena Headey has had it with her ex-husband's demands to move their kid from the land of fish and chips to the city of sushi ... she's now asking a judge to end the war. The ""Game of Thrones"" star is locked in a legal battle with Peter Loughran over their 6-year-old son Wylie."
193,"The husband of a man who died after falling overboard on a Royal Caribbean cruise is suing the company, claiming the company failed to make a timely attempt to save him or to recover the body after he fell."
194,"It’s a sunny Saturday morning in South Los Angeles, but Nuvia Perez is keeping her three boys inside. “They don’t go out to play,” said Perez, 37, whose front door faces a 21-acre former industrial site in the heart of Jordan Downs, a housing project. “In the housing office, they say everything’s all right and not to worry. But they have found contamination.”"
195,"Leon Russell, who emerged in the 1970s as one of rock 'n' roll's most dynamic performers and songwriters after playing anonymously on dozens of pop hits as a much-in-demand studio pianist in the 1960s, died on Sunday at age 74."
196,"Songwriter and poet Leonard Cohen died in his sleep after a fall in his Los Angeles home in the middle of the night, his manager has said."
197,"Mr. Cohen wrote songs that addressed themes of love and faith, despair and exaltation, solitude and connection, war and politics. He was an unlikely and reluctant pop star, if in fact he ever was."
198,"Michael Dunn lost his legal bid to overturn his conviction for the shooting of Jordan Davis, 17, at a Jacksonville gas station in November 2012 during an argument sparked by loud rap music."
199,"The homeless man who jumped the fence at Miranda Kerr's Malibu home and allegedly stabbed her security guard was just charged with attempted murder, assault with a deadly weapon and mayhem ... TMZ has learned."
200,"Terry Washington, 55, was arrested after a graphic video appeared to show himbludgeoning the wild snapping turtle by the side of Austin’s Lady Bird Lake on June 21. The passerby who shot the video, Geoffrey Frank, told news station KXAN at the time that after repeatedly whacking the turtle, the man dragged the reptile up the road and left it there."
201,A second night of protests set off by the police killing of a black man spiraled into chaos and violence after nightfall here Wednesday when a demonstration was interrupted by gunfire that gravely wounded a man in the crowd. Law enforcement authorities fired tear gas in a desperate bid to restore order. The city said on its Twitter account that the unidentified man was on life support after what officials said was a “civilian on civilian” confrontation. The unrest in Charlotte came after two other police-involved fatal shootings in the last week.
202,"A man shot his two young sons and then killed himself in an apparent murder-suicide on Saturday, police said. The father, identified as Christopher Cadenbach, said St. Louis County Police Department's Deputy Chief Kenneth Cox. He was wanted for domestic violence in Franklin County, Missouri, Cox said."
203,"A man who was too shy to approach a doctor about blood in his urine attempted to identify the cause of his illness at home by inserting a stainless-steel chopstick into his penis. The man, identified as Chen, was then forced to undergo surgery to remove the 7-inch long object after he rammed it so far into his genitals that he could not remove it."
204,"The white police officer who fatally shot an unarmed black driver in Tulsa last week overreacted during a confrontation captured on video and was charged with first-degree manslaughter, the authorities said."
205,"Mariah Carey showed James Packer who's boss Thursday night by chowing down with the guy who made her ex-fiance crazy. Mariah sushied out at Nobu in Malibu with Bryan Tanaka, the backup dancer who got super flirty with her ... so much so Packer had it out with him in Mariah's dressing room and then got Tanaka banned from Caesar's Palace, where MC performs."
206,Sen. Mark Kirk apologized Friday to his Democratic challenger Rep. Tammy Duckworth after using her Thai heritage to deride her family's military history during a debate.
207,"A mass grave discovered by Iraqi security forces as they made their assault on the Isis stronghold of Mosul is believed to hold the bodies of hundreds of local policemen who were summarily executed by ISIS. The grave, which was discovered by its stench as Iraqi troops liberated the villages and hamlets held by the Islamic State on the outskirts of Mosoul, could have been dug as recently as October."
208,"The Bramble Cay melomys, a reddish-brown rodent that resembles a large mouse, made international news this summer. In mid-June, The Guardian reported that the melomes, last seen in 2009, had been confirmed extinct in its only known habitat."
209,"Since April, the protest against a proposed oil pipeline has grown to include thousands of members of hundreds of tribes. As currently proposed, the Dakota Access pipeline would move oil out of northwestern North Dakota, through a 30-inch pipe, and along a 1,200-mile path that cuts through both Dakotas, Iowa, and a stretch of Illinois before meeting another pipeline in the town of Patoka. It would carrynearly half a million barrels of domestic sweet crude oil every day, and the project’s builder, Energy Transfer Partners, says it will bring back money."
210,"Members of Eagles of Death Metal, the band that was playing at the Bataclan concert hall when the deadly Paris Attacks occurred, attended a town hall memorial in the city Saturday to remember the 130 people killed in coordinated terrorist attacks across Paris one year ago."
211,"Boys conceived through a common type of in vitro fertilization procedure may produce less sperm and experience more struggles with fertility than peers born the old fashioned way, a recent study suggests."
212,"The election set back years of efforts to improve the cross-border relationship, one that has been historically fraught. The outcome promises a turbulent financial future for Mexico, which relies on America as an economic lifeline."
213,"Miami Marlins pitcher Jose Fernández, who defected from Cuba at 15 and went on to become one of baseball's brightest stars, was killed early Sunday in a boating accident, Florida authorities said."
214,"“I think Michael, right now, is in a huge bubble, as you would expect when this happens. Everything shuts down around you,” the composer told Entertainment Tonight Canada. “I’m certain of it.”"
215,"Actor Michael Douglas has painted a grim picture of his former co-star Val Kilmer's health, but Kilmer insists he's conducting business as usual."
216,"""What you mean to say is that you were in a bubble and weren't paying attention to your fellow Americans and their despair,"" Moore writes. ""YEARS of being neglected by both parties, the anger and the need for revenge against the system only grew."""
217,"If you had to guess what are the most stressful years for a mother, what might you say? Infancy? Sure, dealing with a newborn is beyond stressful, as you try to figure out how to care"
218,"More than 18 million Americans are served drinking water by providers that have violated federal laws concerning lead in water, with only a tiny proportion of offenses resulting in any penalty, a new report has found."
219,"Andrew Gaskell, an Australian hiker who went missing in Malaysia's Mulu National Park, is believed to have survived by eating berries, bananas and wild fruit."
220,"Maia Sandu isn't married. And apparently that's a huge problem for a lot of people, including her country's leading religious and political figures. People running for president in Moldova should be married and campaign with their spouses, according to former President Vladimir Voronin, who is chairman of the communist party."
221,"A striking postpartum photo is reminding viewers that cesarean sections are not “the easy way out.” U.K. mom of two Jodie Shaw posted a photo of her C-section scar, taken two days after giving birth to her second child, on Instagram. “A new day and a what seems to be another new post from someone insinuating that giving birth by caesarian means that you didn’t give birth,” Shaw wrote in the caption. “Can we please just stop!” The mom said she decided to post the photo to “make people understand that despite what our birth plans might say, sometimes we don’t get a choice.” Shaw, who has a 6-year-old son and 5-month-old daughter, explained that she had to give birth due to a “fibroid the size of a melon” on her cervix and her low-lying placen"
222,"A mom tossed her son from the house because he voted for Donald Trump in an elementary school mock election. “Get your suitcase,” the unidentified Fresno, Texas mom says during the now-viral video. – – ADVERTISEMENT –– She made the child — who bawls as he is walked down the street — stand on a street corner with a sign that read: “My mom kicked me out the house."
223,"Skid marks, accident location paint, dried blood and vehicle fluids remain after a pickup truck slammed into a small utility trailer on Monday, Halloween night on U.S. Highway 80 in Chunky, Miss., Tuesday, Nov. 1, 2016."
224,"— Sleep is very important, and I’m quite sure you know that already. However, some aspects of life–like habits, even smartphones, and stress in work–affect our sleep cycles. A CDC-backed study published in February of this year has found that about a third of Americans aren’t getting enough sleep. Multiple factors affect the country’s snooze patterns, and one of which is routine. Many people, researchers at the CDC say, are not prioritizing sleep. So how can you force yourself to go early in bed? Well, this new research that we’ll discuss might convince you to review your priorities and put sleep above many, because you still can."
225,"Islamic State militants have abducted tens of thousands of civilians from around the Iraqi city of Mosul to use as human shields, the UN says."
226,As many as 44 people were hurt after two New Jersey Transit buses headed to New York City's Port Authority Bus Terminal crashed in the Lincoln Tunnel. The crash unfolded around 8:50 a.m.
227,"A Muslim woman wearing traditional garments had her clothes set on fire by a man with a lighter as she shopped on a crowded New York City street over the weekend, police said Monday."
228,"The Burmese president has ordered an investigation into the case of two girls who say they were kept prisoner and tortured for five years in a tailor shop. The teenagers were freed last week after a journalist helped them, but their families say that the police had on numerous occasions refused their pleas to get involved. This Wednesday, with the case now generating headlines, the police finally arrested the tailor and two family members. The girls were aged just 11 and 12 when they were sent by their parents to the commercial capital Yangon."
229,"Prime Minister Narendra Modi on Sunday dramatically countered criticism of his surprise ban on most currency in circulation in India, a bold attack on corruption that crippled business at stores and markets around the country."
230,"Climate scientists from France shared a study this week about the possible grim future awaiting the country of Spain, and the Earth as a whole. They warned that if climate change continues, deserts in the Middle East will expand to the Mediterranean and even reach Southern Spain, transforming today’s deciduous forests into barren lands hostile for plants and animals, and of course including humans. Last year, hundreds of countries around the globe have signed a non-binding agreement."
231,"The Transportation Department is making more data available about complaints of racial, ethnic and religious discrimination filed against the airlines, the agency said Tuesday. The department said it was releasing the data to the public in an attempt to be more transparent about such complaints and how they are handled. The move comes as groups such as the Council on American-Islamic Relations (CAIR) have reported a growing number of “flying while Muslim” incidents in which Muslims were barred from boarding or were removed from their flights."
232,The next blow to hit Louisiana after the flood waters recede could be residents deciding they have no choice but to leave. Volunteers who are helping the tens of thousands of people who have lost homes to flooding say few people have said they are definitely leaving the state.
233,Nigeria has launched an investigation into reports alleging that government officials raped and sexually abused women and girls who survived Boko Haram violence.
234,"The Nigerian police are investigating a video of a boy being beaten and set on fire after allegedly stealing some food. The footage emerged earlier this month with some people claiming the assault occurred in Lagos, Nigeria's commercial hub. The video shows a crowd beating the boy who has been accused of stealing garri (cassava porridge)"
235,"A hen was pulled out of the debris alive at the crack of dawn Sunday, raising hopes of finding more survivors of the Thursday tragedy. Two more bodies were pulled out on Saturday night, pushing the death toll to nine."
236,The North Carolina Republican Party condemned the Ku Klux Klan on Friday after the racist group announced a parade in the Tar Heel State to celebrate President-elect Donald Trump's win.
237,"Heavy flooding triggered by Typhoon Lionrock over the weekend prompted an unusual appeal for help by the government of North Korea, which called the deadly natural disaster the “strongest storm and heaviest downpour” the country has experienced in decades."
238,"Even during times of political gridlock, connecting schools to the Internet has always received bipartisan support. Politicians ranging from Bill Clinton to Newt Gingrich have endorsed the concept, and the federal government has funneled billions of dollars annually to boost Internet access for students."
239,The Oklahoma Highway Patrol is expected to release dashcam video that shows a car chase and deadly gun battle with a man suspected in a series of violent crimes across the state. Capt. Paul Timmons says the video will be released Tuesday at a press conference at the Department of Public Safety's headquarters in Oklahoma City.
240,"Christine Grounds, a 45-year-old psychotherapist, and her husband Jon Mir, who live in Manhattan, had no idea what microcephaly would mean for them or for their child."
241,"Earlier this month, Eric Trump sent out a fundraising solicitation showing a map of his father overwhelmingly winning the election. There was only one catch. The winning map represented a pollster's projection of what would happen if only men voted. It was a mistake, but fitting nonetheless. The way Trump has conducted his campaign, it's as if the Republican Party would like female voters to fall off the map completely. As a former communications aide to Sen. Ted Cruz and former senator Jim DeMint, I can personally testify that Republican women have, for years, fended off accusations from the Democrats of the party's allegedly anti-woman beliefs."
242,"The US military acknowledged Saturday that civilians were likely killed in a joint Afghan-US operation in the northern district of Kunduz Thursday. Besides the 30 civilians, two US service members were killed in the operation that targeted Taliban leaders planning additional attacks in Kunduzz city. ""I deeply regret the loss of innocent lives, regardless of the circumstances,"" Gen. John W. Nicholson, commander of US forces in Afghanistan, said in  a statement Saturday. ""The loss of innocence is a tragedy and our thoughts are with the families. We will work with our Afghan partners to investigate and determine the facts."" Afghan forces, advised by the US military, conducted the operation Thursday in ..."
243,Seven leaders of an armed militia who led a 41-day stand-off at a US federal wildlife refuge in Oregon have been cleared of the charges against them. The surprise verdict acquitted them of conspiracy and firearms offences.
244,"The mass slaughter at an LGBT nightclub in Orlando was performed by a man known for years to federal law enforcement but whose connections to terrorism were found to be insubstantial. US officials, former FBI agents and counter-terrorism experts say the FBI retains significant data on people it interviews even after it determines they do not pose a security threat, and caution that spreading that information beyond the bureau carries with it a ‘profound’ risk to privacy rights."
245,Police are asking for the public's help in their effort to identify a woman who was found wandering in the middle of the night without a coat in Northeast Philadelphia. The woman was found shortly before 1 a.m. Monday on the 8700 block of Pine Road.
246,"More than 100 Turkish schoolteachers and their families have been told that they have less than three days to leave Pakistan, where many of them have lived and worked for a decade or longer."
247,"Georges Salines' daughter, Lola, went to a concert at the Bataclan by US rock band Eagles of Death Metal. ISIS-linked gunmen opened fire on the audience and detonated suicide vests; 90 people were killed in the raid, one of a series of coordinated attacks across Paris."
248,"The overall reaction to the news has been polarizing. Specifically, Trump's win has been particularly upsetting for women and people of color. On social media, people have highlighted episodes of hate speech or hate crimes that have cropped up in the hours since the election, describing what it's like on “Day 1 in Trump’s America.”"
249,"Pete Burns, lead singer of the 1980s British pop band Dead or Alive, has died. He was 57. According to a statement from his management team posted on the singer's official Twitter account, Burns died Sunday of ""massive cardiac arrest."""
250,"Mayor Samsudin Dimaukom of Datu Saudi-Ampatuan, a Muslim autonomous area of Mindanao, was shot along with a number of his bodyguards while allegedly transporting illegal drugs. The report states that police had set up a highway roadblock aimed at apprehending the mayor."
251,England's Stuart Broad says he is not sure many players are going to sleep tonight after a tense fourth day of the first Test after which Bangladesh need 33 runs to win with two wickets remaining.
252,"The bodies of former Polish President Lech Kaczynski and his wife are to be removed from their tomb in Krakow after dark on Monday, the first of exhumations planned on most of the 96 prominent Poles killed in a plane crash in Russia in 2010."
253,"Police in Hope, Indiana, released a chilling photo of a mother passed out behind the steering wheel of her car from an apparent drug overdose with a syringe in her hand."
254,"As protests of President-elect Donald Trump entered another day, police in Portland, Oregon, say one person was shot by a man who had gotten into a confrontation with a protester. Portland police said the person who was shot was taken to a hospital for treatment of injuries that were not life-threatening."
255,"Police spokesman says 1 person dead, 7 injured in clashes in Indonesia's capital, JAKARTA, on Friday."
256,The Rev. Jose Luis Sanchez Ruiz was the third priest abducted in the Gulf coast state of Veracruz since September. The other two were found shot to death a few days after they were kidnapped.
257,"Mask-wearing protesters took to the streets of the Indian capital Sunday as the city remained blanketed under a cloud of toxic smoke that has lingered for a week and sparked anger at the government’s slow response. Thousands of schools have been shuttered, cricket matches canceled and residents warned to stay inside as the air pollution crisis in New Delhi and the surrounding metropolitan region — deemed an “emergency situation” by the environment minister Saturday — stretched into its seventh day."
258,Protesters clashed with police officers in riot gear and blocked a stretch of Interstate 85. Video from local television early Wednesday showed some demonstrators looting trucks that had been stopped on the highway and setting fire to the cargo. The shooting occurred just before 4 p.m. on Tuesday as officers were trying to serve an arrest warrant for another person in an apartment complex.
259,"The Gulf nation of Qatar says three of its soldiers have been killed while participating in Saudi-led military operations in Yemen. It was Qatar's biggest known loss of life in the conflict since its first reported ground deployment there last September. The military statement, carried by the official Qatar News Agency, identified the three killed soldiers as Mohammed Awad Salim, Mohammed Dawood Khayal and Mohammed Nasser Mohammed."
260,"The Grand Palace in Bangkok has said in a statement that Queen Sirikit, the wife of the late king Bhumibol Adulyadej, has been in hospital since 16 November as the result of a lung infection. The palace has said the Queen Dowager has a high fever but is still able to breathe."
261,"The Eastern Cape is facing its worst year ever for rhino poaching, with the 19th animal killed on the Fish River Nature Reserve on Monday."
262,"It is with heavy hearts and great sadness that Saving The Survivors has to share the devastating news that their beloved White rhino cow, Hope, is no longer with us. She was found yesterday late afternoon without life in her boma where she has been cared for since March this year. We don’t know yet what dimmed Hope’s light and we are left with a huge ‘WHY?’ today. The cause of death looks to be a bacterial infection of her small intestine, and we have requested further tests to shed light on this immense tragedy. This courageous rhino has been the face of rhino poaching survivors since she survived a brutal attack in the Eastern Cape at the end of April last year. Wandering alone in the bush for days, deeply hurt and with half her face hacked off, she survived against all odds. It was no wonder then, that she was christened Hope and became a worldwide ambassador for"
263,"When it comes to undergoing a colonoscopy, a screening test for colon cancer, many patients agree that the preparation is the worst part. To clear the colon and rectum for doctors to examine them for early signs of cancer, patients must guzzle a gargantuan amount of a salty, repulsive-tasting drink and laxative."
264,"If carbon emissions continue to rise at their current rate, these record hot years will be the “new normal” by 2025, new research shows."
265,"Authorities say a maintenance worker has been crushed to death inside a machine that compresses and melts plastics at a recycling plant in Indianapolis. The Marion County coroner’s office says Michael Burris died of blunt force injuries to his head, body and extremities and has ruled his death at the Plastic Recycling Inc. facility an accident."
266,The barrier separating primates and humans inside The Cincinnati Zoo was just fine until a child fell into the gorilla exhibit May 28. That's the takeaway of a new federal report that concluded the zoo's barrier was not in compliance with standards for housing primates.
267,"An Oregon man who died after falling into a boiling, acidic spring in Yellowstone National Park in June, was trying to ‘hot pot’, or soak in one of the park’s thermal pools, according to a report on the accident."
268,"A growing number of prominent Republican women are worried that as members of their male-dominated party step up to defend Donald Trump against accusations of sexual assault, they are causing irreparable damage to the GOP’s deteriorating relationship with female voters."
269,"Congressional Republicans have come to grudgingly accept an unfolding reality: Things are not looking good. Donald J. Trump is lagging in polls and pulling down the party’s congressional candidates, analysts are already ceding the Senate to the Democrats and a conservative challenge to Speaker Paul D. Ryan is brewing in the House. “The math kind of just works for them,” said Representative Tom Cole, Republican of Oklahoma, though he was not yet willing to concede big gains by Democrats."
270,"All 33 coal miners trapped underground in a gas explosion earlier this week have been found dead, state media reported Wednesday, as work safety officials vowed to punish those responsible. Two miners survived Monday’s explosion but rescuers working around the clock found no others alive."
271,"A retired D.C. police officer fatally shot his son during a domestic disturbance in the family’s home Monday night in Northeast Washington, according to authorities."
